Account ID,Account Name,Account Timezone,Campaign ID,Customer ID,Device Type,Last Updated Date Time,Parent Platform,Platform,Vendor Client ID,Report Date,100% Completion Rate,25% Completion Rate,50% Completion Rate,75% Completion Rate,Average Viewable Time (s),Gross Impressions,IVT Impressions,IVT Impressions Rate,Measurability Rate,Measurable Impressions,Viewability Rate,Viewable Impressions
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-20,0,0,0,0,2.440233236152,0,0,0,1,1677,0.409064,686
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-19 04:34:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-16,0,0,0,0,2.9234375,0,0,0,1,1539,0.415854,640
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-20 07:48:20,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-17,0,0,0,0,2.18244170096,0,0,0,1,1733,0.420658,729
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-13 07:53:14,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-10,0,0,0,0,2.276785714286,0,0,0,1,482,0.46473,224
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-09 19:02:23,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-06,0,0,0,0,1.739361702128,0,0,0,1,1849,0.406706,752
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-12,0,0,0,0,2.147268408551,0,0,0,1,952,0.442227,421
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-17 06:46:01,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-14,0,0,0,0,2.494252873563,0,0,0,1,793,0.43884,348
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-11,0,0,0,0,2.257075471698,0,0,0,1,1052,0.403042,424
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-21 11:40:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-18,0,0,0,0,2.07231208373,0,0,0,1,2737,0.383997,1051
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-04 01:28:51,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-01,0,0,0,0,2.39226519337,0,0,0,1,838,0.431981,362
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23064153986,246007050,Mobile App,2026-01-18 04:38:40,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-15,0,0,0,0,2.160071942446,0,0,0,1,1335,0.416479,556
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-04 01:28:51,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-01,0.748466,0.825494,0.787321,0.763463,13.425686591276,1483,16,0.01078894133513149,1,1467,0.843899,1238
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-12 02:20:12,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-09,0.773626,0.847802,0.807692,0.785714,13.416929879975,1825,5,0.0027397260273972603,1,1820,0.86978,1583
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-11 04:02:46,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-08,0.768895,0.826562,0.799039,0.778069,13.5130702204,2298,9,0.0039164490861618795,1,2289,0.852337,1951
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-10 03:09:15,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-07,0.768346,0.832209,0.800873,0.776279,13.658139534884,2534,13,0.005130228887134964,1,2521,0.852836,2150
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-07 18:14:18,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-05,0.78447,0.845455,0.817424,0.795833,13.712418300654,2652,11,0.004147812971342383,0.999621,2640,0.869318,2295
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-03,0.782788,0.844795,0.812101,0.793311,13.652399481193,2674,13,0.0048616305160807775,1,2661,0.869222,2313
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-02,0.743143,0.806894,0.76983,0.753521,13.340640070145,2718,19,0.006990434142752024,0.999629,2698,0.845441,2281
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-16 05:50:10,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-13,0.737267,0.806463,0.769933,0.748156,13.37745302714,2877,30,0.010427528675703858,1,2847,0.841236,2395
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-09 19:02:23,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-06,0.769153,0.836022,0.799395,0.781586,13.572154868987,2982,6,0.002012072434607646,1,2976,0.859207,2557
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-17 06:46:01,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-14,0.737867,0.807791,0.768199,0.750319,13.379727685325,3162,30,0.009487666034155597,1,3132,0.844189,2644
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-13 07:53:14,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-10,0.760326,0.823937,0.793187,0.77148,13.562676056338,3323,6,0.0018055973517905506,1,3317,0.856195,2840
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-07 18:14:18,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-04,0.784356,0.847366,0.816133,0.796578,13.616485225505,3694,12,0.0032485110990795887,1,3682,0.873167,3215
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-11,0.73493,0.80258,0.764412,0.746775,13.505193578848,3807,8,0.0021013921723141583,1,3799,0.836273,3177
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-12,0.735939,0.804792,0.77377,0.747289,13.397054403366,3986,21,0.0052684395383843455,1,3965,0.839092,3327
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-18 04:38:40,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-15,0.711664,0.786013,0.748141,0.726533,13.250282167043,4328,24,0.005545286506469501,1,4304,0.82342,3544
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-21,0.708505,0.781558,0.743957,0.722471,13.205083641104,5619,34,0.00605089873642997,1,5585,0.824172,4603
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-20,0.704348,0.772522,0.734783,0.716348,13.185319148936,5774,24,0.004156563907170073,1,5750,0.817391,4700
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-22 13:25:20,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-19,0.701191,0.77875,0.738512,0.714564,13.142225497421,8263,37,0.004477792569284764,1,8226,0.824824,6785
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-19 04:34:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-16,0.703659,0.774565,0.736413,0.716617,13.10542387669,8363,28,0.0033480808322372355,1,8335,0.825075,6877
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-20 07:48:20,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-17,0.688856,0.77133,0.727737,0.705253,13.078250449371,10221,36,0.0035221602582917524,1,10185,0.819342,8345
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile Web,2026-01-21 11:40:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-18,0.706669,0.785091,0.744572,0.720434,13.167929145787,10362,46,0.004439297432928006,1,10316,0.831815,8581
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-12 02:20:12,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-09,0.90865,0.925332,0.916465,0.911616,28.537846339178,31591,46,0.001456110917666424,0.993882,31352,0.953177,29884
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-04 01:28:51,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-01,0.825476,0.90121,0.862157,0.839969,13.77416117006,38047,91,0.0023917785896391307,0.999816,37949,0.918865,34870
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-12 02:20:12,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-09,0.844519,0.91562,0.880837,0.859036,13.885437362401,40468,99,0.002446377384600178,0.999901,40365,0.92273,37246
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-11 04:02:46,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-08,0.910657,0.92707,0.918352,0.913958,28.514158517005,43375,63,0.001452449567723343,0.99312,43014,0.955642,41106
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-16 05:50:10,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-13,0.911067,0.928154,0.919082,0.914392,28.52077055964,52345,56,0.001069825198204222,0.995009,52028,0.956831,49782
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-11 04:02:46,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-08,0.837632,0.90721,0.87259,0.851751,13.865767264215,53255,127,0.0023847526053891654,0.999849,53120,0.916773,48699
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-16 05:50:10,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-13,0.833845,0.90689,0.871237,0.848343,13.821383749646,54262,178,0.00328038037669087,0.999852,54076,0.913566,49402
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-07 18:14:18,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-05,0.846249,0.91251,0.879246,0.858831,13.901739746215,56562,119,0.0021038860012022207,0.999752,56429,0.925925,52249
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-02,0.833905,0.90659,0.869744,0.847602,13.83686864941,58818,190,0.003230303648542963,0.999915,58623,0.91998,53932
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-03,0.845632,0.913602,0.879409,0.85887,13.901177822465,60307,161,0.0026696735039050193,0.999717,60129,0.926275,55696
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-10 03:09:15,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-07,0.84317,0.910918,0.87744,0.856271,13.880250638199,60762,143,0.0023534445870774497,0.999802,60607,0.924266,56017
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-13 07:53:14,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-10,0.892149,0.911285,0.900613,0.895325,28.324000614219,62491,71,0.0011361636075594885,0.993752,62030,0.944882,58611
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-17 06:46:01,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-14,0.84217,0.912928,0.878166,0.856208,13.866366832093,63465,204,0.0032143701252658947,0.999953,63258,0.917386,58032
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-13 07:53:14,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-10,0.830354,0.905881,0.86889,0.845245,13.774280633689,67467,175,0.0025938607022692574,0.999926,67287,0.919345,61860
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-09 19:02:23,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-06,0.839355,0.909587,0.875062,0.852982,13.853157278245,71311,187,0.0026223163326835972,0.999761,71107,0.92448,65737
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-09 19:02:23,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-06,0.91929,0.936589,0.927003,0.922147,28.606385740244,72641,43,0.000591952203301166,0.992934,72085,0.961948,69342
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-12,0.832932,0.905655,0.869567,0.847301,13.808417413076,73282,206,0.002811058650146011,0.999945,73072,0.918259,67099
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-10 03:09:15,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-07,0.919101,0.935009,0.9262,0.92189,28.601215992827,74779,67,0.0008959734684871421,0.993696,74241,0.96149,71382
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-04 01:28:51,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-01,0.886705,0.90734,0.896353,0.890631,28.367843572557,75483,59,0.0007816329504656677,0.989446,74628,0.94159,70269
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-07 18:14:18,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-04,0.837584,0.906633,0.871693,0.850764,13.841549949315,76052,169,0.0022221637826750117,0.999868,75873,0.923135,70041
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-14 05:32:38,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-11,0.831222,0.903306,0.867245,0.844942,13.786979942374,78268,195,0.0024914396688301733,0.999846,78061,0.920344,71843
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-02,0.904031,0.920918,0.912123,0.906955,28.524508212686,82077,107,0.0013036538859851116,0.988996,81068,0.950005,77015
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-18 04:38:40,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-15,0.819456,0.89679,0.858015,0.834164,13.695524431995,88084,223,0.0025316743108850645,0.999761,87840,0.914447,80325
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-21,0.806382,0.888204,0.846288,0.821841,13.584086554105,122283,315,0.002575991756826378,0.999738,121936,0.907328,110636
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-21,0.904302,0.9229,0.913007,0.907769,28.397803703923,124215,102,0.0008211568651129091,0.99685,123722,0.95536,118199
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-23 06:38:30,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-20,0.802124,0.885384,0.843401,0.818217,13.568001455503,127851,323,0.0025263783623123794,0.999812,127504,0.905258,115424
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-05 02:20:56,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-03,0.905891,0.923185,0.91385,0.90906,28.54315396691,128939,113,0.0008763834061067637,0.991943,127788,0.952116,121669
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067829619,246007050,Ott,2026-01-19 04:34:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-16,0.889472,0.909049,0.898495,0.892933,28.266486287819,135961,158,0.001162097954560499,0.99567,135215,0.945746,127879
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-22 13:25:20,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-19,0.800689,0.882795,0.840604,0.815978,13.571372662108,161290,498,0.0030876061752123504,0.999857,160769,0.905921,145644
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-19 04:34:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-16,0.804112,0.887062,0.844894,0.819408,13.58097721658,168677,441,0.002614464331236624,0.999834,168208,0.909624,153006
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-21 11:40:41,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-18,0.801645,0.885401,0.84291,0.817995,13.553706801438,186394,473,0.0025376353316093865,0.999747,185874,0.906969,168582
6117086388,SoftBank Corp.(LINEMO_cognition),Asia/Tokyo,23067843569,246007050,Mobile App,2026-01-20 07:48:20,youtube,google_ads,b8db74a2c6237da8dca2b509ce2f177ayszlhfm,2026-01-17,0.805016,0.888355,0.845958,0.820806,13.583942259775,197024,461,0.002339816469059607,0.999802,196524,0.908759,178593
